232.000000	46380.003855	39405.924309	-16514.966370	-23298.452592	-24782.027278	-19275.831494	-29136.996464	-28515.059175	-6812.610544	127.471999	-29710.452820	-4392.721283	-7841.371935	-23482.653318	-22451.880270	-16237.782387	-0.004000	0.976000	0.148000	192.000000	127.500000	112.000000	15.000000	64.000000	2.000000	80.000000	0.000000	0.000000	0.000000	1758934340.864152	0.000000	1.000000
234.000000	46396.812367	39423.112800	-16594.493877	-23259.605260	-24754.109949	-19243.242650	-29107.603920	-28474.513110	-6718.688514	55.499381	-29654.841680	-4605.353428	-7925.123921	-23553.083665	-22584.537874	-16462.059791	-0.004000	0.976000	0.148000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1758934340.872131	0.000000	1.000000
236.000000	46374.170050	39402.638603	-16477.840123	-23284.236882	-24786.631738	-19273.864540	-29143.009084	-28505.872608	-6816.522100	130.623595	-29710.519875	-4397.035169	-7851.586682	-23469.488140	-22445.822948	-16228.953448	-0.004000	0.976000	0.148000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1758934340.881223	0.000000	1.000000
238.000000	46400.835681	39423.023394	-16632.961229	-23262.578042	-24756.367476	-19244.449645	-29110.666109	-28477.932927	-6728.702096	47.430402	-29658.797939	-4602.380646	-7929.415456	-23557.978697	-22597.568941	-16464.384373	-0.004000	0.976000	0.148000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1758934340.890214	0.000000	1.000000
240.000000	46365.855201	39396.760094	-16447.084123	-23279.163036	-24790.476238	-19277.507875	-29143.232601	-28499.345899	-6809.615411	125.214472	-29704.507256	-4402.086663	-7851.541978	-23475.076076	-22447.342866	-16222.940829	-0.004000	0.976000	0.148000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1758934340.896482	0.000000	1.000000
242.000000	46415.945460	39433.685176	-16669.729849	-23271.228167	-24745.593935	-19233.609049	-29102.910054	-28469.506320	-6728.299764	51.543123	-29670.107921	-4593.439948	-7919.133654	-23566.204139	-22603.872133	-16465.479608	-0.002000	0.978000	0.142000	192.000000	127.500000	120.000000	15.000000	72.000000	2.000000	56.000000	0.000000	0.000000	0.000000	1758934340.903314	0.000000	1.000000
244.000000	46358.322663	39390.568661	-16419.546773	-23282.426391	-24795.706546	-19285.085116	-29154.788453	-28506.163181	-6804.005123	130.690650	-29695.365393	-4410.535623	-7847.876292	-23478.406486	-22448.058122	-16232.820300	-0.002000	0.978000	0.142000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1758934340.912304	0.000000	1.000000
246.000000	46421.287527	39434.556894	-16681.620977	-23278.090153	-24743.828147	-19235.933630	-29104.809952	-28478.826997	-6743.566006	58.449812	-29674.622974	-4577.838430	-7914.998581	-23561.465569	-22600.586426	-16463.870283	-0.002000	0.978000	0.142000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1758934340.920302	0.000000	1.000000
248.000000	46349.069041	39385.248945	-16401.084232	-23273.686859	-24797.718203	-19292.617654	-29156.308372	-28506.856085	-6796.852564	118.352487	-29696.751201	-4435.904853	-7859.812124	-23483.256815	-22454.294259	-16251.551062	-0.002000	0.978000	0.142000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1758934340.927341	0.000000	1.000000
250.000000	46432.217530	39445.151621	-16692.796849	-23277.352545	-24741.145938	-19229.742197	-29098.886740	-28474.893090	-6750.495046	73.269018	-29681.328497	-4556.268997	-7907.175470	-23552.279002	-22591.556322	-16451.040381	-0.002000	0.978000	0.142000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1758934340.935421	0.000000	1.000000
252.000000	46345.291596	39383.170233	-16403.587628	-23270.468208	-24809.743441	-19293.757593	-29154.162604	-28505.894960	-6797.098434	125.437990	-29693.934881	-4460.916455	-7864.953025	-23484.195588	-22465.090151	-16273.053440	-0.002000	0.978000	0.142000	192.000000	0.000000	0.000000	15.000000	64.000000	2.000000	64.000000	0.000000	0.000000	0.000000	1758934340.944423	0.000000	1.000000
254.000000	46426.674298	39438.781373	-16698.295378	-23292.797600	-24755.518109	-19238.727598	-29104.653490	-28490.427553	-6756.954701	81.852088	-29683.787189	-4534.699563	-7893.183278	-23545.864051	-22569.986888	-16426.185241	-0.002000	0.978000	0.142000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1758934340.951446	0.000000	1.000000
0.000000	46357.227428	39394.033181	-16397.060918	-23260.409923	-24793.896054	-19281.397078	-29134.202496	-28493.690907	-6771.438631	117.167844	-29676.455817	-4487.492679	-7866.383537	-23492.711603	-22460.061009	-16289.124344	-0.002000	0.978000	0.142000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1758934340.961475	0.000000	1.000000
2.000000	46418.091228	39427.918426	-16697.758937	-23307.907380	-24754.959316	-19242.482691	-29105.480505	-28496.037840	-6764.956625	101.812196	-29689.330422	-4504.100025	-7863.008423	-23538.487975	-22524.903420	-16386.309729	-0.002000	0.978000	0.142000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1758934340.969501	0.000000	1.000000
4.000000	46355.148715	39393.675553	-16416.328122	-23264.209719	-24797.695851	-19276.479694	-29146.898287	-28496.350765	-6764.487238	102.214527	-29678.914509	-4523.657802	-7876.374766	-23500.221789	-22471.348640	-16321.802595	-0.002000	0.978000	0.142000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1758934340.977486	0.000000	1.000000
6.000000	46435.056202	39446.805650	-16672.546169	-23296.932673	-24748.723179	-19235.933630	-29105.480505	-28493.422686	-6776.937160	117.905452	-29687.430523	-4464.626844	-7846.579891	-23509.788336	-22490.772306	-16348.579985	-0.005000	0.978000	0.145000	192.000000	127.500000	96.000000	15.000000	72.000000	2.000000	80.000000	0.000000	0.000000	0.000000	1758934340.984564	0.000000	1.000000
8.000000	46374.281809	39413.009812	-16421.446672	-23254.017324	-24789.291595	-19269.729468	-29140.282171	-28493.266224	-6727.338639	118.531301	-29644.179898	-4523.635450	-7863.298996	-23486.944853	-22456.663544	-16331.123272	-0.005000	0.978000	0.145000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1758934340.994557	0.000000	1.000000
10.000000	46436.397306	39455.701644	-16639.130311	-23292.037641	-24755.182833	-19240.873366	-29116.991653	-28494.830846	-6794.527983	129.506007	-29696.840608	-4435.927205	-7840.321403	-23500.825286	-22460.575099	-16308.927990	-0.005000	0.978000	0.145000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1758934341.001682	0.000000	1.000000
12.000000	46389.257477	39433.305196	-16430.409721	-23234.571306	-24774.606499	-19251.289278	-29122.914865	-28465.460654	-6706.484462	118.911281	-29629.383043	-4531.592671	-7869.848057	-23492.555141	-22457.334096	-16340.913336	-0.005000	0.978000	0.145000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1758934341.007746	0.000000	1.000000
14.000000	46432.686917	39457.914467	-16607.659055	-23283.543978	-24754.087598	-19231.686799	-29108.721508	-28481.576262	-6797.277248	149.644929	-29689.397477	-4400.320876	-7822.350600	-23471.723315	-22421.593657	-16255.909652	-0.005000	0.978000	0.145000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1758934341.015650	0.000000	1.000000
16.000000	46385.055349	39427.069059	-16468.050059	-23237.946419	-24767.722162	-19244.136720	-29119.919732	-28465.997096	-6723.717657	99.867594	-29639.396624	-4566.103764	-7881.336854	-23512.179972	-22480.557559	-16369.992956	-0.005500	0.978000	0.147500	192.000000	127.500000	104.000000	15.000000	72.000000	2.000000	88.000000	0.000000	0.000000	0.000000	1758934341.023671	0.000000	1.000000
18.000000	46406.557728	39431.964091	-16586.067270	-23302.073574	-24763.318868	-19247.131854	-29118.556275	-28495.903730	-6804.318047	146.962720	-29699.925148	-4400.499690	-7815.153338	-23462.313230	-22405.969787	-16230.786291	-0.005500	0.978000	0.147500	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1758934341.032730	0.000000	1.000000
20.000000	46385.904716	39422.218731	-16519.302609	-23256.408960	-24763.207109	-19243.935554	-29118.064537	-28467.047628	-6733.753590	72.531411	-29656.652171	-4602.470053	-7896.312522	-23525.993350	-22511.246504	-16407.454480	-0.005500	0.978000	0.147500	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1758934341.040744	0.000000	1.000000
22.000000	46403.875518	39428.164295	-16550.170368	-23309.606112	-24770.382019	-19250.126988	-29129.195706	-28492.930948	-6795.846736	148.013252	-29703.188503	-4395.671713	-7810.705341	-23458.893413	-22402.102936	-16216.838803	-0.005500	0.978000	0.147500	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1758934341.048821	0.000000	1.000000
24.000000	46393.705475	39423.559835	-16568.588205	-23274.245652	-24765.688153	-19241.923897	-29120.880857	-28469.819244	-6716.721561	72.665521	-29659.066160	-4614.450588	-7899.665284	-23526.708606	-22528.882030	-16429.895631	-0.005500	0.978000	0.147500	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1758934341.057821	0.000000	1.000000
